Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
3597	:	1527973888.093	     0.282	0	0	0	0	rescalepx datasets/danbooru/face11112410.png
3598	:	1527973888.110	     0.307	0	0	0	0	rescalepx datasets/danbooru/face11112635.jpg
3599	:	1527973888.141	     0.305	0	0	0	0	rescalepx datasets/danbooru/face11113061.jpg
3600	:	1527973888.230	     0.250	0	0	0	0	rescalepx datasets/danbooru/face11113112.jpg
3601	:	1527973888.269	     0.246	0	0	0	0	rescalepx datasets/danbooru/face11113113.jpg
3602	:	1527973888.376	     0.159	0	0	0	0	rescalepx datasets/danbooru/face11113318.jpg
3603	:	1527973888.416	     0.161	0	0	0	0	rescalepx datasets/danbooru/face11113327.png
3604	:	1527973888.446	     0.148	0	0	0	0	rescalepx datasets/danbooru/face11113626.png
3605	:	1527973888.480	     0.226	0	0	0	0	rescalepx datasets/danbooru/face11114010.png
3606	:	1527973888.516	     0.226	0	0	0	0	rescalepx datasets/danbooru/face11114063.jpg
3607	:	1527973888.535	     0.240	0	0	0	0	rescalepx datasets/danbooru/face11114265.jpg
3608	:	1527973888.577	     0.226	0	0	0	0	rescalepx datasets/danbooru/face11114286.png
3609	:	1527973888.593	     0.230	0	0	0	0	rescalepx datasets/danbooru/face11114589.png
3610	:	1527973888.706	     0.162	0	0	0	0	rescalepx datasets/danbooru/face11114728.png
3611	:	1527973888.743	     0.204	0	0	0	0	rescalepx datasets/danbooru/face11114731.jpg
3612	:	1527973888.776	     0.297	0	0	0	0	rescalepx datasets/danbooru/face11114865.jpg
3613	:	1527973888.802	     0.330	0	0	0	0	rescalepx datasets/danbooru/face11114908.jpg
3614	:	1527973888.823	     0.360	0	0	0	0	rescalepx datasets/danbooru/face11114992.jpg
3615	:	1527973888.868	     0.397	0	0	0	0	rescalepx datasets/danbooru/face11115072.jpg
3616	:	1527973888.885	     0.395	0	0	0	0	rescalepx datasets/danbooru/face11115185.jpg
3617	:	1527973889.073	     0.256	0	0	0	0	rescalepx datasets/danbooru/face11115241.jpg
3618	:	1527973889.132	     0.230	0	0	0	0	rescalepx datasets/danbooru/face11115286.jpg
3619	:	1527973889.182	     0.251	0	0	0	0	rescalepx datasets/danbooru/face11115298.jpg
3620	:	1527973889.265	     0.198	0	0	0	0	rescalepx datasets/danbooru/face11115300.jpg
3621	:	1527973889.280	     0.222	0	0	0	0	rescalepx datasets/danbooru/face11115301.jpg
3622	:	1527973889.328	     0.215	0	0	0	0	rescalepx datasets/danbooru/face11115302.jpg
3623	:	1527973889.362	     0.197	0	0	0	0	rescalepx datasets/danbooru/face11115304.jpg
3624	:	1527973889.380	     0.245	0	0	0	0	rescalepx datasets/danbooru/face11115305.jpg
3625	:	1527973889.463	     0.251	0	0	0	0	rescalepx datasets/danbooru/face11115306.jpg
3626	:	1527973889.501	     0.312	0	0	0	0	rescalepx datasets/danbooru/face11115307.jpg
3627	:	1527973889.543	     0.342	0	0	0	0	rescalepx datasets/danbooru/face11115440.jpg
3628	:	1527973889.560	     0.370	0	0	0	0	rescalepx datasets/danbooru/face11115466.jpg
3629	:	1527973889.626	     0.319	0	0	0	0	rescalepx datasets/danbooru/face11115600.jpg
3630	:	1527973889.714	     0.246	0	0	0	0	rescalepx datasets/danbooru/face11115622.jpg
3631	:	1527973889.814	     0.172	0	0	0	0	rescalepx datasets/danbooru/face11115660.jpg
3632	:	1527973889.834	     0.180	0	0	0	0	rescalepx datasets/danbooru/face11115725.jpg
3633	:	1527973889.929	     0.248	0	0	0	0	rescalepx datasets/danbooru/face11115937.jpg
3634	:	1527973889.944	     0.288	0	0	0	0	rescalepx datasets/danbooru/face11115968.png
3635	:	1527973889.960	     0.319	0	0	0	0	rescalepx datasets/danbooru/face11116077.png
3636	:	1527973889.985	     0.330	0	0	0	0	rescalepx datasets/danbooru/face11116097.png
3637	:	1527973890.014	     0.335	0	0	0	0	rescalepx datasets/danbooru/face11116186.jpg
3638	:	1527973890.066	     0.312	0	0	0	0	rescalepx datasets/danbooru/face11116283.png
3639	:	1527973890.231	     0.174	0	0	0	0	rescalepx datasets/danbooru/face11116527.jpg
3640	:	1527973890.280	     0.144	0	0	0	0	rescalepx datasets/danbooru/face11116796.jpg
3641	:	1527973890.315	     0.129	0	0	0	0	rescalepx datasets/danbooru/face11116836.png
3642	:	1527973890.349	     0.180	0	0	0	0	rescalepx datasets/danbooru/face11117052.jpg
3643	:	1527973890.378	     0.234	0	0	0	0	rescalepx datasets/danbooru/face11117278.jpg
3644	:	1527973890.406	     0.267	0	0	0	0	rescalepx datasets/danbooru/face11117430.jpg
3645	:	1527973890.424	     0.292	0	0	0	0	rescalepx datasets/danbooru/face11117522.jpg
3647	:	1527973890.530	     0.259	0	0	0	0	rescalepx datasets/danbooru/face11117713.jpg
3648	:	1527973890.613	     0.188	0	0	0	0	rescalepx datasets/danbooru/face11117922.jpg
3649	:	1527973890.672	     0.144	0	0	0	0	rescalepx datasets/danbooru/face11117948.jpg
3646	:	1527973890.444	     0.428	0	0	0	0	rescalepx datasets/danbooru/face11117650.png
3650	:	1527973890.716	     0.203	0	0	0	0	rescalepx datasets/danbooru/face11118049.jpg
3651	:	1527973890.730	     0.230	0	0	0	0	rescalepx datasets/danbooru/face11118052.jpg
3652	:	1527973890.801	     0.278	0	0	0	0	rescalepx datasets/danbooru/face11118259.jpg
3654	:	1527973890.832	     0.388	0	0	0	0	rescalepx datasets/danbooru/face11118865.jpg
3655	:	1527973890.911	     0.423	0	0	0	0	rescalepx datasets/danbooru/face11118940.jpg
3656	:	1527973890.960	     0.488	0	0	0	0	rescalepx datasets/danbooru/face11119202.png
3653	:	1527973890.816	     0.710	0	0	0	0	rescalepx datasets/danbooru/face11118348.jpg
3657	:	1527973890.975	     0.611	0	0	0	0	rescalepx datasets/danbooru/face11119213.jpg
3658	:	1527973891.220	     0.381	0	0	0	0	rescalepx datasets/danbooru/face11119391.png
3659	:	1527973891.334	     0.327	0	0	0	0	rescalepx datasets/danbooru/face11119495.jpg
3660	:	1527973891.448	     0.249	0	0	0	0	rescalepx datasets/danbooru/face11119783.jpg
3661	:	1527973891.526	     0.211	0	0	0	0	rescalepx datasets/danbooru/face11119906.png
3662	:	1527973891.586	     0.189	0	0	0	0	rescalepx datasets/danbooru/face11119915.jpg
3663	:	1527973891.601	     0.217	0	0	0	0	rescalepx datasets/danbooru/face11119919.jpg
3664	:	1527973891.661	     0.237	0	0	0	0	rescalepx datasets/danbooru/face11119997.jpg
3665	:	1527973891.697	     0.217	0	0	0	0	rescalepx datasets/danbooru/face11120017.png
3666	:	1527973891.733	     0.223	0	0	0	0	rescalepx datasets/danbooru/face11120721.jpg
3667	:	1527973891.775	     0.196	0	0	0	0	rescalepx datasets/danbooru/face11120737.jpg
3668	:	1527973891.818	     0.194	0	0	0	0	rescalepx datasets/danbooru/face11121077.png
3669	:	1527973891.899	     0.131	0	0	0	0	rescalepx datasets/danbooru/face11121182.jpg
3670	:	1527973891.914	     0.182	0	0	0	0	rescalepx datasets/danbooru/face11121290.jpg
3671	:	1527973891.956	     0.258	0	0	0	0	rescalepx datasets/danbooru/face11121681.jpg
3672	:	1527973891.972	     0.298	0	0	0	0	rescalepx datasets/danbooru/face11121700.jpg
3673	:	1527973892.012	     0.304	0	0	0	0	rescalepx datasets/danbooru/face11121879.jpg
3674	:	1527973892.031	     0.351	0	0	0	0	rescalepx datasets/danbooru/face11121896.jpg
3675	:	1527973892.097	     0.330	0	0	0	0	rescalepx datasets/danbooru/face11122204.png
3676	:	1527973892.215	     0.254	0	0	0	0	rescalepx datasets/danbooru/face11122211.jpg
3677	:	1527973892.270	     0.236	0	0	0	0	rescalepx datasets/danbooru/face11122213.jpg
3678	:	1527973892.316	     0.242	0	0	0	0	rescalepx datasets/danbooru/face11122260.jpg
3679	:	1527973892.331	     0.257	0	0	0	0	rescalepx datasets/danbooru/face11122299.jpg
3680	:	1527973892.427	     0.204	0	0	0	0	rescalepx datasets/danbooru/face11122340.jpg
3681	:	1527973892.469	     0.199	0	0	0	0	rescalepx datasets/danbooru/face11122409.jpg
3682	:	1527973892.506	     0.246	0	0	0	0	rescalepx datasets/danbooru/face11122436.jpg
3683	:	1527973892.557	     0.244	0	0	0	0	rescalepx datasets/danbooru/face11122807.jpg
3684	:	1527973892.588	     0.282	0	0	0	0	rescalepx datasets/danbooru/face11122811.jpg
3685	:	1527973892.631	     0.253	0	0	0	0	rescalepx datasets/danbooru/face11122991.png
3686	:	1527973892.669	     0.232	0	0	0	0	rescalepx datasets/danbooru/face11122993.png
3687	:	1527973892.752	     0.291	0	0	0	0	rescalepx datasets/danbooru/face11122994.png
3688	:	1527973892.801	     0.285	0	0	0	0	rescalepx datasets/danbooru/face11123028.jpg
3689	:	1527973892.870	     0.273	0	0	0	0	rescalepx datasets/danbooru/face11123030.jpg
3690	:	1527973892.884	     0.336	0	0	0	0	rescalepx datasets/danbooru/face11123140.jpg
3691	:	1527973892.900	     0.371	0	0	0	0	rescalepx datasets/danbooru/face11123185.jpg
3692	:	1527973893.043	     0.306	0	0	0	0	rescalepx datasets/danbooru/face11123706.jpg
3693	:	1527973893.086	     0.301	0	0	0	0	rescalepx datasets/danbooru/face11123756.png
3694	:	1527973893.142	     0.279	0	0	0	0	rescalepx datasets/danbooru/face11123765.jpg
3695	:	1527973893.220	     0.236	0	0	0	0	rescalepx datasets/danbooru/face11124099.jpg
3696	:	1527973893.272	     0.198	0	0	0	0	rescalepx datasets/danbooru/face11124265.jpg
3697	:	1527973893.349	     0.138	0	0	0	0	rescalepx datasets/danbooru/face11124343.jpg
3698	:	1527973893.386	     0.233	0	0	0	0	rescalepx datasets/danbooru/face11124365.jpg
3699	:	1527973893.422	     0.245	0	0	0	0	rescalepx datasets/danbooru/face11124402.jpg
3700	:	1527973893.457	     0.243	0	0	0	0	rescalepx datasets/danbooru/face11124446.jpg
3701	:	1527973893.471	     0.269	0	0	0	0	rescalepx datasets/danbooru/face11124615.jpg
3702	:	1527973893.486	     0.290	0	0	0	0	rescalepx datasets/danbooru/face11124731.jpg
3703	:	1527973893.619	     0.169	0	0	0	0	rescalepx datasets/danbooru/face11124775.jpg
3704	:	1527973893.666	     0.211	0	0	0	0	rescalepx datasets/danbooru/face11124994.jpg
3705	:	1527973893.700	     0.215	0	0	0	0	rescalepx datasets/danbooru/face11125212.jpg
3706	:	1527973893.740	     0.210	0	0	0	0	rescalepx datasets/danbooru/face11125539.png
3707	:	1527973893.776	     0.253	0	0	0	0	rescalepx datasets/danbooru/face11125684.jpg
3709	:	1527973893.876	     0.176	0	0	0	0	rescalepx datasets/danbooru/face11125744.jpg
3708	:	1527973893.788	     0.311	0	0	0	0	rescalepx datasets/danbooru/face11125736.jpg
3710	:	1527973893.916	     0.241	0	0	0	0	rescalepx datasets/danbooru/face11125880.jpg
3711	:	1527973893.950	     0.277	0	0	0	0	rescalepx datasets/danbooru/face11125884.jpg
3712	:	1527973894.029	     0.211	0	0	0	0	rescalepx datasets/danbooru/face11125925.jpg
3713	:	1527973894.052	     0.240	0	0	0	0	rescalepx datasets/danbooru/face11125945.jpg
3714	:	1527973894.100	     0.253	0	0	0	0	rescalepx datasets/danbooru/face11125962.png
3715	:	1527973894.156	     0.248	0	0	0	0	rescalepx datasets/danbooru/face11125963.png
3716	:	1527973894.227	     0.220	0	0	0	0	rescalepx datasets/danbooru/face11125972.jpg
3717	:	1527973894.240	     0.226	0	0	0	0	rescalepx datasets/danbooru/face11126021.jpg
3718	:	1527973894.291	     0.231	0	0	0	0	rescalepx datasets/danbooru/face11126022.jpg
3719	:	1527973894.352	     0.207	0	0	0	0	rescalepx datasets/danbooru/face11126138.jpg
3721	:	1527973894.447	     0.141	0	0	0	0	rescalepx datasets/danbooru/face11126334.jpg
3720	:	1527973894.403	     0.247	0	0	0	0	rescalepx datasets/danbooru/face11126203.jpg
3722	:	1527973894.467	     0.233	0	0	0	0	rescalepx datasets/danbooru/face11126364.png
3723	:	1527973894.521	     0.302	0	0	0	0	rescalepx datasets/danbooru/face11126429.jpg
3724	:	1527973894.558	     0.351	0	0	0	0	rescalepx datasets/danbooru/face11126468.jpg
3725	:	1527973894.588	     0.437	0	0	0	0	rescalepx datasets/danbooru/face11126585.jpg
3726	:	1527973894.649	     0.450	0	0	0	0	rescalepx datasets/danbooru/face11126599.jpg
3727	:	1527973894.700	     0.424	0	0	0	0	rescalepx datasets/danbooru/face11126652.jpg
3728	:	1527973894.822	     0.365	0	0	0	0	rescalepx datasets/danbooru/face11126766.jpg
3729	:	1527973894.909	     0.348	0	0	0	0	rescalepx datasets/danbooru/face11127046.jpg
3732	:	1527973895.124	     0.151	0	0	0	0	rescalepx datasets/danbooru/face11127209.jpg
3730	:	1527973895.025	     0.296	0	0	0	0	rescalepx datasets/danbooru/face11127077.jpg
3731	:	1527973895.098	     0.259	0	0	0	0	rescalepx datasets/danbooru/face11127156.jpg
3733	:	1527973895.139	     0.259	0	0	0	0	rescalepx datasets/danbooru/face11127348.jpg
3734	:	1527973895.227	     0.283	0	0	0	0	rescalepx datasets/danbooru/face11127370.jpg
3735	:	1527973895.274	     0.258	0	0	0	0	rescalepx datasets/danbooru/face11127390.jpg
3736	:	1527973895.321	     0.248	0	0	0	0	rescalepx datasets/danbooru/face11127542.jpg
3737	:	1527973895.356	     0.292	0	0	0	0	rescalepx datasets/danbooru/face11127654.jpg
3738	:	1527973895.398	     0.334	0	0	0	0	rescalepx datasets/danbooru/face11127857.jpg
3739	:	1527973895.510	     0.246	0	0	0	0	rescalepx datasets/danbooru/face11127875.jpg
3740	:	1527973895.532	     0.263	0	0	0	0	rescalepx datasets/danbooru/face11127886.jpg
3741	:	1527973895.570	     0.236	0	0	0	0	rescalepx datasets/danbooru/face11128009.jpg
3742	:	1527973895.597	     0.260	0	0	0	0	rescalepx datasets/danbooru/face11128022.png
3744	:	1527973895.756	     0.125	0	0	0	0	rescalepx datasets/danbooru/face11128062.jpg
3743	:	1527973895.732	     0.180	0	0	0	0	rescalepx datasets/danbooru/face11128026.png
3745	:	1527973895.794	     0.213	0	0	0	0	rescalepx datasets/danbooru/face11128072.jpg
3746	:	1527973895.806	     0.249	0	0	0	0	rescalepx datasets/danbooru/face11128076.jpg
3747	:	1527973895.857	     0.239	0	0	0	0	rescalepx datasets/danbooru/face11128172.jpg
3748	:	1527973895.878	     0.233	0	0	0	0	rescalepx datasets/danbooru/face11128177.jpg
3750	:	1527973896.007	     0.169	0	0	0	0	rescalepx datasets/danbooru/face11128335.jpg
3749	:	1527973895.913	     0.306	0	0	0	0	rescalepx datasets/danbooru/face11128315.jpg
3751	:	1527973896.055	     0.283	0	0	0	0	rescalepx datasets/danbooru/face11128530.jpg
3752	:	1527973896.096	     0.281	0	0	0	0	rescalepx datasets/danbooru/face11128580.png
3753	:	1527973896.110	     0.309	0	0	0	0	rescalepx datasets/danbooru/face11128582.png
3754	:	1527973896.144	     0.312	0	0	0	0	rescalepx datasets/danbooru/face11128592.png
3755	:	1527973896.219	     0.304	0	0	0	0	rescalepx datasets/danbooru/face11128765.jpg
3756	:	1527973896.339	     0.223	0	0	0	0	rescalepx datasets/danbooru/face11128809.jpg
3757	:	1527973896.376	     0.246	0	0	0	0	rescalepx datasets/danbooru/face11128844.jpg
3758	:	1527973896.418	     0.233	0	0	0	0	rescalepx datasets/danbooru/face11129057.png
3759	:	1527973896.455	     0.223	0	0	0	0	rescalepx datasets/danbooru/face11129147.jpg
3760	:	1527973896.524	     0.233	0	0	0	0	rescalepx datasets/danbooru/face11129299.png
3761	:	1527973896.563	     0.219	0	0	0	0	rescalepx datasets/danbooru/face11129304.jpg
3762	:	1527973896.622	     0.210	0	0	0	0	rescalepx datasets/danbooru/face11129323.jpg
3763	:	1527973896.652	     0.225	0	0	0	0	rescalepx datasets/danbooru/face11129371.png
3764	:	1527973896.679	     0.247	0	0	0	0	rescalepx datasets/danbooru/face11129425.png
3765	:	1527973896.756	     0.188	0	0	0	0	rescalepx datasets/danbooru/face11129607.jpg
3770	:	1527973896.944	     0.016	0	0	254	0	rescalepx datasets/danbooru/face11130626.png
3766	:	1527973896.781	     0.222	0	0	0	0	rescalepx datasets/danbooru/face11130068.jpg
3767	:	1527973896.832	     0.305	0	0	0	0	rescalepx datasets/danbooru/face11130433.jpg
3768	:	1527973896.877	     0.315	0	0	0	0	rescalepx datasets/danbooru/face11130470.jpg
3769	:	1527973896.894	     0.327	0	0	0	0	rescalepx datasets/danbooru/face11130564.jpg
3771	:	1527973896.960	     0.322	0	0	0	0	rescalepx datasets/danbooru/face11130744.jpg
3772	:	1527973897.002	     0.309	0	0	0	0	rescalepx datasets/danbooru/face11130760.jpg
3774	:	1527973897.192	     0.246	0	0	0	0	rescalepx datasets/danbooru/face11130847.jpg
3773	:	1527973897.138	     0.328	0	0	0	0	rescalepx datasets/danbooru/face11130775.jpg
3775	:	1527973897.221	     0.288	0	0	0	0	rescalepx datasets/danbooru/face11130909.jpg
3776	:	1527973897.233	     0.289	0	0	0	0	rescalepx datasets/danbooru/face11130914.jpg
3777	:	1527973897.311	     0.248	0	0	0	0	rescalepx datasets/danbooru/face11130933.jpg
3778	:	1527973897.356	     0.279	0	0	0	0	rescalepx datasets/danbooru/face11130969.jpg
3779	:	1527973897.466	     0.213	0	0	0	0	rescalepx datasets/danbooru/face11131070.jpg
3780	:	1527973897.509	     0.204	0	0	0	0	rescalepx datasets/danbooru/face11131133.png
3781	:	1527973897.521	     0.229	0	0	0	0	rescalepx datasets/danbooru/face11131142.jpg
3782	:	1527973897.559	     0.214	0	0	0	0	rescalepx datasets/danbooru/face11131216.png
3783	:	1527973897.634	     0.158	0	0	0	0	rescalepx datasets/danbooru/face11131229.jpg
3784	:	1527973897.680	     0.151	0	0	0	0	rescalepx datasets/danbooru/face11131465.jpg
3785	:	1527973897.713	     0.138	0	0	0	0	rescalepx datasets/danbooru/face11131637.jpg
3786	:	1527973897.750	     0.164	0	0	0	0	rescalepx datasets/danbooru/face11131764.jpg
3787	:	1527973897.773	     0.188	0	0	0	0	rescalepx datasets/danbooru/face11131793.jpg
3788	:	1527973897.793	     0.190	0	0	0	0	rescalepx datasets/danbooru/face11131854.png
3790	:	1527973897.852	     0.177	0	0	0	0	rescalepx datasets/danbooru/face11132187.jpg
3791	:	1527973897.913	     0.135	0	0	0	0	rescalepx datasets/danbooru/face11132205.png
3792	:	1527973897.962	     0.174	0	0	0	0	rescalepx datasets/danbooru/face11132249.jpg
3789	:	1527973897.830	     0.355	0	0	0	0	rescalepx datasets/danbooru/face11132147.png
3793	:	1527973897.983	     0.217	0	0	0	0	rescalepx datasets/danbooru/face11132345.jpg
3794	:	1527973898.030	     0.292	0	0	0	0	rescalepx datasets/danbooru/face11132842.jpg
3795	:	1527973898.045	     0.332	0	0	0	0	rescalepx datasets/danbooru/face11133207.jpg
3796	:	1527973898.101	     0.358	0	0	0	0	rescalepx datasets/danbooru/face11133210.jpg
3797	:	1527973898.184	     0.329	0	0	0	0	rescalepx datasets/danbooru/face11133224.jpg
3798	:	1527973898.200	     0.342	0	0	0	0	rescalepx datasets/danbooru/face11133241.png
3799	:	1527973898.323	     0.265	0	0	0	0	rescalepx datasets/danbooru/face11133247.jpg
3800	:	1527973898.378	     0.223	0	0	0	0	rescalepx datasets/danbooru/face11133280.jpg
3801	:	1527973898.459	     0.179	0	0	0	0	rescalepx datasets/danbooru/face11133656.jpg
3802	:	1527973898.481	     0.213	0	0	0	0	rescalepx datasets/danbooru/face11133773.jpg
3803	:	1527973898.543	     0.190	0	0	0	0	rescalepx datasets/danbooru/face11133950.jpg
3804	:	1527973898.588	     0.220	0	0	0	0	rescalepx datasets/danbooru/face11134044.jpg
3805	:	1527973898.600	     0.223	0	0	0	0	rescalepx datasets/danbooru/face11134106.jpg
3806	:	1527973898.638	     0.230	0	0	0	0	rescalepx datasets/danbooru/face11134169.jpg
3807	:	1527973898.693	     0.187	0	0	0	0	rescalepx datasets/danbooru/face11134221.png
3809	:	1527973898.808	     0.125	0	0	0	0	rescalepx datasets/danbooru/face11134323.png
3810	:	1527973898.824	     0.147	0	0	0	0	rescalepx datasets/danbooru/face11134359.jpg
3808	:	1527973898.732	     0.294	0	0	0	0	rescalepx datasets/danbooru/face11134313.jpg
3811	:	1527973898.867	     0.196	0	0	0	0	rescalepx datasets/danbooru/face11134466.jpg
3812	:	1527973898.881	     0.213	0	0	0	0	rescalepx datasets/danbooru/face11134591.jpg
3813	:	1527973898.932	     0.195	0	0	0	0	rescalepx datasets/danbooru/face11135050.jpg
3814	:	1527973898.970	     0.177	0	0	0	0	rescalepx datasets/danbooru/face11135085.jpg
3815	:	1527973899.027	     0.157	0	0	0	0	rescalepx datasets/danbooru/face11135261.png
3816	:	1527973899.063	     0.133	0	0	0	0	rescalepx datasets/danbooru/face11135479.png
3817	:	1527973899.093	     0.163	0	0	0	0	rescalepx datasets/danbooru/face11135511.jpg
3818	:	1527973899.126	     0.143	0	0	0	0	rescalepx datasets/danbooru/face11135512.jpg
3819	:	1527973899.148	     0.157	0	0	0	0	rescalepx datasets/danbooru/face11135552.jpg
3820	:	1527973899.184	     0.155	0	0	0	0	rescalepx datasets/danbooru/face11135650.jpg
3821	:	1527973899.196	     0.184	0	0	0	0	rescalepx datasets/danbooru/face11135709.jpg
3822	:	1527973899.228	     0.194	0	0	0	0	rescalepx datasets/danbooru/face11135956.jpg
3823	:	1527973899.268	     0.171	0	0	0	0	rescalepx datasets/danbooru/face11135965.jpg
3824	:	1527973899.305	     0.175	0	0	0	0	rescalepx datasets/danbooru/face11136286.jpg
3825	:	1527973899.339	     0.216	0	0	0	0	rescalepx datasets/danbooru/face11136376.jpg
3826	:	1527973899.380	     0.210	0	0	0	0	rescalepx datasets/danbooru/face11136377.jpg
3827	:	1527973899.422	     0.217	0	0	0	0	rescalepx datasets/danbooru/face11136403.jpg
3829	:	1527973899.480	     0.183	0	0	0	0	rescalepx datasets/danbooru/face11136635.png
3828	:	1527973899.438	     0.259	0	0	0	0	rescalepx datasets/danbooru/face11136413.jpg
3830	:	1527973899.555	     0.226	0	0	0	0	rescalepx datasets/danbooru/face11136702.jpg
3831	:	1527973899.590	     0.230	0	0	0	0	rescalepx datasets/danbooru/face11136710.jpg
3832	:	1527973899.635	     0.272	0	0	0	0	rescalepx datasets/danbooru/face11136725.jpg
3833	:	1527973899.654	     0.277	0	0	0	0	rescalepx datasets/danbooru/face11136864.jpg
3834	:	1527973899.697	     0.273	0	0	0	0	rescalepx datasets/danbooru/face11136944.jpg
3835	:	1527973899.781	     0.206	0	0	0	0	rescalepx datasets/danbooru/face11136956.jpg
3836	:	1527973899.820	     0.261	0	0	0	0	rescalepx datasets/danbooru/face11136966.jpg
3837	:	1527973899.907	     0.207	0	0	0	0	rescalepx datasets/danbooru/face11136988.png
3838	:	1527973899.931	     0.296	0	0	0	0	rescalepx datasets/danbooru/face11136998.png
3839	:	1527973899.969	     0.311	0	0	0	0	rescalepx datasets/danbooru/face11137015.png
3840	:	1527973899.986	     0.401	0	0	0	0	rescalepx datasets/danbooru/face11137138.jpg
3841	:	1527973900.080	     0.358	0	0	0	0	rescalepx datasets/danbooru/face11137413.jpg
3842	:	1527973900.097	     0.385	0	0	0	0	rescalepx datasets/danbooru/face11137640.jpg
3843	:	1527973900.187	     0.341	0	0	0	0	rescalepx datasets/danbooru/face11137654.jpg
3844	:	1527973900.280	     0.288	0	0	0	0	rescalepx datasets/danbooru/face11137724.jpg
3845	:	1527973900.388	     0.223	0	0	0	0	rescalepx datasets/danbooru/face11138204.jpg
3846	:	1527973900.439	     0.206	0	0	0	0	rescalepx datasets/danbooru/face11138233.jpg
3847	:	1527973900.481	     0.190	0	0	0	0	rescalepx datasets/danbooru/face11138373.jpg
3848	:	1527973900.527	     0.236	0	0	0	0	rescalepx datasets/danbooru/face11138416.jpg
3849	:	1527973900.567	     0.256	0	0	0	0	rescalepx datasets/danbooru/face11138922.jpg
3850	:	1527973900.612	     0.246	0	0	0	0	rescalepx datasets/danbooru/face11138937.jpg
3851	:	1527973900.644	     0.237	0	0	0	0	rescalepx datasets/danbooru/face11138979.jpg
3852	:	1527973900.671	     0.253	0	0	0	0	rescalepx datasets/danbooru/face11139070.jpg
3853	:	1527973900.762	     0.187	0	0	0	0	rescalepx datasets/danbooru/face11139150.jpg
3854	:	1527973900.824	     0.149	0	0	0	0	rescalepx datasets/danbooru/face11139248.jpg
3855	:	1527973900.858	     0.148	0	0	0	0	rescalepx datasets/danbooru/face11139415.jpg
3856	:	1527973900.882	     0.164	0	0	0	0	rescalepx datasets/danbooru/face11139603.jpg
3857	:	1527973900.923	     0.166	0	0	0	0	rescalepx datasets/danbooru/face11139630.jpg
3858	:	1527973900.949	     0.194	0	0	0	0	rescalepx datasets/danbooru/face11139753.jpg
3859	:	1527973900.972	     0.197	0	0	0	0	rescalepx datasets/danbooru/face11139838.jpg
3860	:	1527973901.006	     0.259	0	0	0	0	rescalepx datasets/danbooru/face11139921.jpg
3861	:	1527973901.045	     0.240	0	0	0	0	rescalepx datasets/danbooru/face11139958.jpg
3862	:	1527973901.090	     0.337	0	0	0	0	rescalepx datasets/danbooru/face11139959.jpg
3863	:	1527973901.142	     0.358	0	0	0	0	rescalepx datasets/danbooru/face11140101.png
3864	:	1527973901.168	     0.408	0	0	0	0	rescalepx datasets/danbooru/face11140124.jpg
3865	:	1527973901.199	     0.458	0	0	0	0	rescalepx datasets/danbooru/face11140208.jpg
3866	:	1527973901.285	     0.447	0	0	0	0	rescalepx datasets/danbooru/face11140636.jpg
3867	:	1527973901.427	     0.340	0	0	0	0	rescalepx datasets/danbooru/face11140800.jpg
3868	:	1527973901.499	     0.333	0	0	0	0	rescalepx datasets/danbooru/face11140899.png
3869	:	1527973901.577	     0.295	0	0	0	0	rescalepx datasets/danbooru/face11141023.png
3870	:	1527973901.656	     0.255	0	0	0	0	rescalepx datasets/danbooru/face11141179.jpg
3871	:	1527973901.731	     0.217	0	0	0	0	rescalepx datasets/danbooru/face11141187.jpg
3872	:	1527973901.767	     0.217	0	0	0	0	rescalepx datasets/danbooru/face11141301.png
3873	:	1527973901.827	     0.197	0	0	0	0	rescalepx datasets/danbooru/face11141469.jpg
3874	:	1527973901.872	     0.200	0	0	0	0	rescalepx datasets/danbooru/face11141545.jpg
3875	:	1527973901.910	     0.184	0	0	0	0	rescalepx datasets/danbooru/face11141577.jpg
3876	:	1527973901.947	     0.187	0	0	0	0	rescalepx datasets/danbooru/face11141614.jpg
3877	:	1527973901.983	     0.233	0	0	0	0	rescalepx datasets/danbooru/face11141785.jpg
3878	:	1527973902.023	     0.250	0	0	0	0	rescalepx datasets/danbooru/face11141829.jpg
3879	:	1527973902.073	     0.266	0	0	0	0	rescalepx datasets/danbooru/face11141832.jpg
3880	:	1527973902.094	     0.261	0	0	0	0	rescalepx datasets/danbooru/face11141875.jpg
3882	:	1527973902.217	     0.206	0	0	0	0	rescalepx datasets/danbooru/face11142152.jpg
3881	:	1527973902.133	     0.324	0	0	0	0	rescalepx datasets/danbooru/face11142144.png
3883	:	1527973902.272	     0.207	0	0	0	0	rescalepx datasets/danbooru/face11142160.jpg
3884	:	1527973902.294	     0.251	0	0	0	0	rescalepx datasets/danbooru/face11142410.jpg
3885	:	1527973902.355	     0.230	0	0	0	0	rescalepx datasets/danbooru/face11142532.jpg
3886	:	1527973902.368	     0.262	0	0	0	0	rescalepx datasets/danbooru/face11142598.jpg
3888	:	1527973902.479	     0.166	0	0	0	0	rescalepx datasets/danbooru/face11142819.jpg
3887	:	1527973902.456	     0.224	0	0	0	0	rescalepx datasets/danbooru/face11142673.png
3889	:	1527973902.544	     0.194	0	0	0	0	rescalepx datasets/danbooru/face11142863.jpg
