Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
7949	:	1527974101.895	     0.296	0	0	0	0	rescalepx datasets/danbooru/face12057601.png
7951	:	1527974102.050	     0.222	0	0	0	0	rescalepx datasets/danbooru/face12057898.jpg
7950	:	1527974101.985	     0.328	0	0	0	0	rescalepx datasets/danbooru/face12057698.jpg
7952	:	1527974102.127	     0.196	0	0	0	0	rescalepx datasets/danbooru/face12058650.jpg
7953	:	1527974102.139	     0.195	0	0	0	0	rescalepx datasets/danbooru/face12059260.jpg
7954	:	1527974102.151	     0.217	0	0	0	0	rescalepx datasets/danbooru/face12059818.png
7955	:	1527974102.231	     0.200	0	0	0	0	rescalepx datasets/danbooru/face12059908.png
7957	:	1527974102.323	     0.238	0	0	0	0	rescalepx datasets/danbooru/face12060941.jpg
7956	:	1527974102.312	     0.284	0	0	0	0	rescalepx datasets/danbooru/face12060329.jpg
7958	:	1527974102.334	     0.314	0	0	0	0	rescalepx datasets/danbooru/face12060982.jpg
7959	:	1527974102.368	     0.326	0	0	0	0	rescalepx datasets/danbooru/face12060992.jpg
7960	:	1527974102.432	     0.332	0	0	0	0	rescalepx datasets/danbooru/face12061332.jpg
7961	:	1527974102.523	     0.253	0	0	0	0	rescalepx datasets/danbooru/face12061808.jpg
7962	:	1527974102.596	     0.217	0	0	0	0	rescalepx datasets/danbooru/face12061933.jpg
7963	:	1527974102.648	     0.204	0	0	0	0	rescalepx datasets/danbooru/face12062019.jpg
7964	:	1527974102.663	     0.233	0	0	0	0	rescalepx datasets/danbooru/face12062092.jpg
7965	:	1527974102.764	     0.243	0	0	0	0	rescalepx datasets/danbooru/face12062381.png
7966	:	1527974102.777	     0.256	0	0	0	0	rescalepx datasets/danbooru/face12062502.jpg
7967	:	1527974102.813	     0.289	0	0	0	0	rescalepx datasets/danbooru/face12062503.jpg
7968	:	1527974102.853	     0.310	0	0	0	0	rescalepx datasets/danbooru/face12062904.jpg
7970	:	1527974103.007	     0.171	0	0	0	0	rescalepx datasets/danbooru/face12063151.jpg
7969	:	1527974102.896	     0.337	0	0	0	0	rescalepx datasets/danbooru/face12062909.jpg
7971	:	1527974103.032	     0.213	0	0	0	0	rescalepx datasets/danbooru/face12063299.jpg
7972	:	1527974103.072	     0.207	0	0	0	0	rescalepx datasets/danbooru/face12063310.png
7974	:	1527974103.179	     0.200	0	0	0	0	rescalepx datasets/danbooru/face12063682.png
7973	:	1527974103.162	     0.281	0	0	0	0	rescalepx datasets/danbooru/face12063347.jpg
7975	:	1527974103.233	     0.243	0	0	0	0	rescalepx datasets/danbooru/face12063855.jpg
7976	:	1527974103.245	     0.251	0	0	0	0	rescalepx datasets/danbooru/face12063863.jpg
7977	:	1527974103.278	     0.240	0	0	0	0	rescalepx datasets/danbooru/face12064296.jpg
7978	:	1527974103.369	     0.163	0	0	0	0	rescalepx datasets/danbooru/face12064304.jpg
7979	:	1527974103.420	     0.151	0	0	0	0	rescalepx datasets/danbooru/face12064623.jpg
7980	:	1527974103.476	     0.109	0	0	0	0	rescalepx datasets/danbooru/face12064875.png
7981	:	1527974103.496	     0.105	0	0	0	0	rescalepx datasets/danbooru/face12066520.jpg
7982	:	1527974103.519	     0.106	0	0	0	0	rescalepx datasets/danbooru/face12067294.jpg
7983	:	1527974103.532	     0.115	0	0	0	0	rescalepx datasets/danbooru/face12067422.jpg
7984	:	1527974103.571	     0.175	0	0	0	0	rescalepx datasets/danbooru/face12068038.jpg
7985	:	1527974103.586	     0.177	0	0	0	0	rescalepx datasets/danbooru/face12068118.jpg
7986	:	1527974103.601	     0.244	0	0	0	0	rescalepx datasets/danbooru/face12068311.jpg
7987	:	1527974103.614	     0.244	0	0	0	0	rescalepx datasets/danbooru/face12068613.jpg
7988	:	1527974103.647	     0.233	0	0	0	0	rescalepx datasets/danbooru/face12068834.jpg
7989	:	1527974103.746	     0.161	0	0	0	0	rescalepx datasets/danbooru/face12068857.jpg
7990	:	1527974103.762	     0.181	0	0	0	0	rescalepx datasets/danbooru/face12068964.jpg
7991	:	1527974103.782	     0.172	0	0	0	0	rescalepx datasets/danbooru/face12069017.jpg
7993	:	1527974103.880	     0.109	0	0	0	0	rescalepx datasets/danbooru/face12069860.png
7992	:	1527974103.858	     0.157	0	0	0	0	rescalepx datasets/danbooru/face12069248.jpg
7994	:	1527974103.888	     0.152	0	0	0	0	rescalepx datasets/danbooru/face12070308.jpg
7995	:	1527974103.944	     0.108	0	0	0	0	rescalepx datasets/danbooru/face12070618.jpg
7996	:	1527974103.954	     0.138	0	0	0	0	rescalepx datasets/danbooru/face12071131.png
7997	:	1527974103.978	     0.236	0	0	0	0	rescalepx datasets/danbooru/face12071843.jpg
7998	:	1527974104.014	     0.282	0	0	0	0	rescalepx datasets/danbooru/face12072083.jpg
8000	:	1527974104.052	     0.276	0	0	0	0	rescalepx datasets/danbooru/face12072118.jpg
7999	:	1527974104.040	     0.338	0	0	0	0	rescalepx datasets/danbooru/face12072116.png
8001	:	1527974104.092	     0.322	0	0	0	0	rescalepx datasets/danbooru/face12072389.jpg
8002	:	1527974104.213	     0.241	0	0	0	0	rescalepx datasets/danbooru/face12072971.png
8003	:	1527974104.296	     0.194	0	0	0	0	rescalepx datasets/danbooru/face12073709.png
8004	:	1527974104.327	     0.282	0	0	0	0	rescalepx datasets/danbooru/face12075305.png
8005	:	1527974104.345	     0.331	0	0	0	0	rescalepx datasets/danbooru/face12075663.png
8006	:	1527974104.397	     0.312	0	0	0	0	rescalepx datasets/danbooru/face12075796.jpg
8007	:	1527974104.433	     0.288	0	0	0	0	rescalepx datasets/danbooru/face12076424.jpg
8008	:	1527974104.490	     0.279	0	0	0	0	rescalepx datasets/danbooru/face12076707.jpg
8010	:	1527974104.676	     0.151	0	0	0	0	rescalepx datasets/danbooru/face12076843.jpg
8011	:	1527974104.709	     0.157	0	0	0	0	rescalepx datasets/danbooru/face12076967.jpg
8009	:	1527974104.608	     0.305	0	0	0	0	rescalepx datasets/danbooru/face12076796.jpg
8012	:	1527974104.722	     0.251	0	0	0	0	rescalepx datasets/danbooru/face12077232.jpg
8013	:	1527974104.746	     0.273	0	0	0	0	rescalepx datasets/danbooru/face12077748.jpg
8014	:	1527974104.798	     0.240	0	0	0	0	rescalepx datasets/danbooru/face12077921.jpg
8015	:	1527974104.840	     0.210	0	0	0	0	rescalepx datasets/danbooru/face12078033.jpg
8016	:	1527974104.912	     0.173	0	0	0	0	rescalepx datasets/danbooru/face12078267.png
8017	:	1527974104.972	     0.129	0	0	0	0	rescalepx datasets/danbooru/face12078617.png
8019	:	1527974105.038	     0.220	0	0	0	0	rescalepx datasets/danbooru/face12079004.png
8018	:	1527974105.019	     0.329	0	0	0	0	rescalepx datasets/danbooru/face12078751.png
8020	:	1527974105.050	     0.363	0	0	0	0	rescalepx datasets/danbooru/face12079245.jpg
8021	:	1527974105.084	     0.364	0	0	0	0	rescalepx datasets/danbooru/face12079484.jpg
8022	:	1527974105.101	     0.375	0	0	0	0	rescalepx datasets/danbooru/face12079580.jpg
8023	:	1527974105.114	     0.486	0	0	0	0	rescalepx datasets/danbooru/face12079648.jpg
8025	:	1527974105.412	     0.218	0	0	0	0	rescalepx datasets/danbooru/face12080217.jpg
8024	:	1527974105.349	     0.314	0	0	0	0	rescalepx datasets/danbooru/face12079731.png
8028	:	1527974105.506	     0.226	0	0	0	0	rescalepx datasets/danbooru/face12080543.png
8026	:	1527974105.449	     0.365	0	0	0	0	rescalepx datasets/danbooru/face12080319.jpg
8029	:	1527974105.629	     0.203	0	0	0	0	rescalepx datasets/danbooru/face12080895.png
8027	:	1527974105.476	     0.416	0	0	0	0	rescalepx datasets/danbooru/face12080321.jpg
8030	:	1527974105.663	     0.291	0	0	0	0	rescalepx datasets/danbooru/face12082495.jpg
8031	:	1527974105.673	     0.309	0	0	0	0	rescalepx datasets/danbooru/face12082523.png
8032	:	1527974105.814	     0.193	0	0	0	0	rescalepx datasets/danbooru/face12084007.jpg
8033	:	1527974105.832	     0.213	0	0	0	0	rescalepx datasets/danbooru/face12084027.jpg
8034	:	1527974105.892	     0.210	0	0	0	0	rescalepx datasets/danbooru/face12084420.jpg
8035	:	1527974105.955	     0.161	0	0	0	0	rescalepx datasets/danbooru/face12084431.jpg
8036	:	1527974105.982	     0.169	0	0	0	0	rescalepx datasets/danbooru/face12084482.jpg
8037	:	1527974106.006	     0.200	0	0	0	0	rescalepx datasets/danbooru/face12084790.jpg
8038	:	1527974106.045	     0.174	0	0	0	0	rescalepx datasets/danbooru/face12084941.jpg
8040	:	1527974106.116	     0.197	0	0	0	0	rescalepx datasets/danbooru/face12085362.png
8039	:	1527974106.103	     0.223	0	0	0	0	rescalepx datasets/danbooru/face12085081.jpg
8041	:	1527974106.152	     0.186	0	0	0	0	rescalepx datasets/danbooru/face12085584.jpg
8042	:	1527974106.207	     0.171	0	0	0	0	rescalepx datasets/danbooru/face12085816.jpg
8043	:	1527974106.219	     0.171	0	0	0	0	rescalepx datasets/danbooru/face12086729.png
8044	:	1527974106.233	     0.190	0	0	0	0	rescalepx datasets/danbooru/face12086974.jpg
8045	:	1527974106.326	     0.197	0	0	0	0	rescalepx datasets/danbooru/face12087561.jpg
8046	:	1527974106.338	     0.246	0	0	0	0	rescalepx datasets/danbooru/face12089249.png
8047	:	1527974106.378	     0.241	0	0	0	0	rescalepx datasets/danbooru/face12089273.jpg
8048	:	1527974106.391	     0.270	0	0	0	0	rescalepx datasets/danbooru/face12089383.jpg
8049	:	1527974106.423	     0.292	0	0	0	0	rescalepx datasets/danbooru/face12089711.jpg
8050	:	1527974106.434	     0.303	0	0	0	0	rescalepx datasets/danbooru/face12089812.jpg
8051	:	1527974106.584	     0.175	0	0	0	0	rescalepx datasets/danbooru/face12090339.jpg
8052	:	1527974106.619	     0.202	0	0	0	0	rescalepx datasets/danbooru/face12090578.jpg
8053	:	1527974106.661	     0.177	0	0	0	0	rescalepx datasets/danbooru/face12091104.jpg
8054	:	1527974106.715	     0.167	0	0	0	0	rescalepx datasets/danbooru/face12091579.jpg
8055	:	1527974106.738	     0.171	0	0	0	0	rescalepx datasets/danbooru/face12091814.png
8056	:	1527974106.749	     0.177	0	0	0	0	rescalepx datasets/danbooru/face12091881.jpg
8057	:	1527974106.820	     0.151	0	0	0	0	rescalepx datasets/danbooru/face12091882.jpg
8058	:	1527974106.833	     0.154	0	0	0	0	rescalepx datasets/danbooru/face12092493.jpg
8059	:	1527974106.882	     0.337	0	0	0	0	rescalepx datasets/danbooru/face12092514.jpg
8060	:	1527974106.908	     0.367	0	0	0	0	rescalepx datasets/danbooru/face12092842.jpg
8061	:	1527974106.926	     0.375	0	0	0	0	rescalepx datasets/danbooru/face12092850.jpg
8062	:	1527974106.971	     0.342	0	0	0	0	rescalepx datasets/danbooru/face12093192.png
8064	:	1527974107.117	     0.224	0	0	0	0	rescalepx datasets/danbooru/face12093666.jpg
8063	:	1527974106.987	     0.370	0	0	0	0	rescalepx datasets/danbooru/face12093471.jpg
8065	:	1527974107.274	     0.130	0	0	0	0	rescalepx datasets/danbooru/face12093901.jpg
8066	:	1527974107.300	     0.115	0	0	0	0	rescalepx datasets/danbooru/face12093926.jpg
8067	:	1527974107.313	     0.192	0	0	0	0	rescalepx datasets/danbooru/face12093980.jpg
8068	:	1527974107.341	     0.176	0	0	0	0	rescalepx datasets/danbooru/face12094243.jpg
8069	:	1527974107.354	     0.177	0	0	0	0	rescalepx datasets/danbooru/face12094593.jpg
8070	:	1527974107.404	     0.145	0	0	0	0	rescalepx datasets/danbooru/face12094849.jpg
8073	:	1527974107.518	     0.092	0	0	0	0	rescalepx datasets/danbooru/face12095187.jpg
8071	:	1527974107.415	     0.238	0	0	0	0	rescalepx datasets/danbooru/face12094862.png
8072	:	1527974107.505	     0.193	0	0	0	0	rescalepx datasets/danbooru/face12094874.png
8074	:	1527974107.531	     0.179	0	0	0	0	rescalepx datasets/danbooru/face12095859.jpg
8075	:	1527974107.549	     0.181	0	0	0	0	rescalepx datasets/danbooru/face12096198.jpg
8076	:	1527974107.568	     0.203	0	0	0	0	rescalepx datasets/danbooru/face12096410.jpg
8077	:	1527974107.653	     0.133	0	0	0	0	rescalepx datasets/danbooru/face12096743.jpg
8078	:	1527974107.698	     0.125	0	0	0	0	rescalepx datasets/danbooru/face12096891.png
8079	:	1527974107.709	     0.154	0	0	0	0	rescalepx datasets/danbooru/face12097281.jpg
8080	:	1527974107.731	     0.149	0	0	0	0	rescalepx datasets/danbooru/face12097465.png
8081	:	1527974107.772	     0.225	0	0	0	0	rescalepx datasets/danbooru/face12097859.jpg
8082	:	1527974107.787	     0.383	0	0	0	0	rescalepx datasets/danbooru/face12097984.jpg
8083	:	1527974107.801	     0.474	0	0	0	0	rescalepx datasets/danbooru/face12098503.jpg
8084	:	1527974107.864	     0.511	0	0	0	0	rescalepx datasets/danbooru/face12099466.jpg
8085	:	1527974107.879	     0.607	0	0	0	0	rescalepx datasets/danbooru/face12099516.jpg
8086	:	1527974107.997	     0.572	0	0	0	0	rescalepx datasets/danbooru/face12099685.jpg
8087	:	1527974108.170	     0.474	0	0	0	0	rescalepx datasets/danbooru/face12100107.jpg
8088	:	1527974108.275	     0.448	0	0	0	0	rescalepx datasets/danbooru/face12100342.jpg
8089	:	1527974108.376	     0.483	0	0	0	0	rescalepx datasets/danbooru/face12100367.jpg
8090	:	1527974108.486	     0.409	0	0	0	0	rescalepx datasets/danbooru/face12100636.jpg
8091	:	1527974108.568	     0.370	0	0	0	0	rescalepx datasets/danbooru/face12101051.jpg
8092	:	1527974108.644	     0.317	0	0	0	0	rescalepx datasets/danbooru/face12101420.png
8093	:	1527974108.723	     0.261	0	0	0	0	rescalepx datasets/danbooru/face12101559.png
8094	:	1527974108.806	     0.265	0	0	0	0	rescalepx datasets/danbooru/face12101564.jpg
8095	:	1527974108.895	     0.220	0	0	0	0	rescalepx datasets/danbooru/face12102110.png
8096	:	1527974108.939	     0.196	0	0	0	0	rescalepx datasets/danbooru/face12102210.jpg
8097	:	1527974108.962	     0.201	0	0	0	0	rescalepx datasets/danbooru/face12102638.jpg
8098	:	1527974108.985	     0.205	0	0	0	0	rescalepx datasets/danbooru/face12102805.jpg
8099	:	1527974109.071	     0.161	0	0	0	0	rescalepx datasets/danbooru/face12103107.jpg
8100	:	1527974109.116	     0.147	0	0	0	0	rescalepx datasets/danbooru/face12103287.png
8101	:	1527974109.135	     0.155	0	0	0	0	rescalepx datasets/danbooru/face12103307.jpg
8102	:	1527974109.146	     0.157	0	0	0	0	rescalepx datasets/danbooru/face12103525.png
8103	:	1527974109.189	     0.162	0	0	0	0	rescalepx datasets/danbooru/face12103607.jpg
8104	:	1527974109.233	     0.142	0	0	0	0	rescalepx datasets/danbooru/face12103657.jpg
8105	:	1527974109.262	     0.125	0	0	0	0	rescalepx datasets/danbooru/face12103683.jpg
8106	:	1527974109.290	     0.108	0	0	0	0	rescalepx datasets/danbooru/face12103940.jpg
8107	:	1527974109.302	     0.138	0	0	0	0	rescalepx datasets/danbooru/face12104172.jpg
8108	:	1527974109.325	     0.128	0	0	0	0	rescalepx datasets/danbooru/face12104296.png
8111	:	1527974109.399	     0.169	0	0	0	0	rescalepx datasets/danbooru/face12105879.png
8109	:	1527974109.375	     0.249	0	0	0	0	rescalepx datasets/danbooru/face12104589.jpg
8110	:	1527974109.387	     0.337	0	0	0	0	rescalepx datasets/danbooru/face12105763.png
8112	:	1527974109.441	     0.377	0	0	0	0	rescalepx datasets/danbooru/face12105907.jpg
8113	:	1527974109.453	     0.414	0	0	0	0	rescalepx datasets/danbooru/face12106019.jpg
8114	:	1527974109.466	     0.411	0	0	0	0	rescalepx datasets/danbooru/face12106340.jpg
8115	:	1527974109.623	     0.313	0	0	0	0	rescalepx datasets/danbooru/face12106389.jpg
8116	:	1527974109.658	     0.292	0	0	0	0	rescalepx datasets/danbooru/face12107168.png
8117	:	1527974109.818	     0.175	0	0	0	0	rescalepx datasets/danbooru/face12107372.jpg
8118	:	1527974109.866	     0.144	0	0	0	0	rescalepx datasets/danbooru/face12107532.jpg
8119	:	1527974109.878	     0.174	0	0	0	0	rescalepx datasets/danbooru/face12107539.jpg
8120	:	1527974109.936	     0.187	0	0	0	0	rescalepx datasets/danbooru/face12107696.jpg
8121	:	1527974109.951	     0.202	0	0	0	0	rescalepx datasets/danbooru/face12107818.png
8122	:	1527974109.993	     0.188	0	0	0	0	rescalepx datasets/danbooru/face12107957.png
8123	:	1527974110.010	     0.201	0	0	0	0	rescalepx datasets/danbooru/face12108137.jpg
8124	:	1527974110.022	     0.243	0	0	0	0	rescalepx datasets/danbooru/face12108517.jpg
8126	:	1527974110.153	     0.148	0	0	0	0	rescalepx datasets/danbooru/face12108654.png
8125	:	1527974110.123	     0.268	0	0	0	0	rescalepx datasets/danbooru/face12108568.jpg
8127	:	1527974110.181	     0.234	0	0	0	0	rescalepx datasets/danbooru/face12109057.jpg
8128	:	1527974110.190	     0.243	0	0	0	0	rescalepx datasets/danbooru/face12109462.jpg
8129	:	1527974110.228	     0.226	0	0	0	0	rescalepx datasets/danbooru/face12109819.jpg
8130	:	1527974110.289	     0.195	0	0	0	0	rescalepx datasets/danbooru/face12109893.png
8132	:	1527974110.416	     0.153	0	0	0	0	rescalepx datasets/danbooru/face12110570.jpg
8131	:	1527974110.390	     0.203	0	0	0	0	rescalepx datasets/danbooru/face12109957.jpg
8134	:	1527974110.453	     0.243	0	0	0	0	rescalepx datasets/danbooru/face12111265.jpg
8135	:	1527974110.475	     0.254	0	0	0	0	rescalepx datasets/danbooru/face12111542.jpg
8133	:	1527974110.432	     0.328	0	0	0	0	rescalepx datasets/danbooru/face12111214.jpg
8136	:	1527974110.513	     0.269	0	0	0	0	rescalepx datasets/danbooru/face12111599.jpg
8137	:	1527974110.594	     0.245	0	0	0	0	rescalepx datasets/danbooru/face12111616.jpg
8138	:	1527974110.696	     0.166	0	0	0	0	rescalepx datasets/danbooru/face12111738.jpg
8139	:	1527974110.728	     0.150	0	0	0	0	rescalepx datasets/danbooru/face12111826.jpg
8140	:	1527974110.759	     0.188	0	0	0	0	rescalepx datasets/danbooru/face12111840.jpg
8141	:	1527974110.783	     0.180	0	0	0	0	rescalepx datasets/danbooru/face12111857.jpg
8142	:	1527974110.839	     0.201	0	0	0	0	rescalepx datasets/danbooru/face12111881.jpg
8143	:	1527974110.862	     0.214	0	0	0	0	rescalepx datasets/danbooru/face12111909.jpg
8144	:	1527974110.878	     0.211	0	0	0	0	rescalepx datasets/danbooru/face12111922.jpg
8145	:	1527974110.947	     0.190	0	0	0	0	rescalepx datasets/danbooru/face12113491.jpg
8146	:	1527974110.963	     0.228	0	0	0	0	rescalepx datasets/danbooru/face12113610.jpg
8147	:	1527974111.017	     0.203	0	0	0	0	rescalepx datasets/danbooru/face12113912.png
8148	:	1527974111.077	     0.154	0	0	0	0	rescalepx datasets/danbooru/face12113980.png
8149	:	1527974111.089	     0.154	0	0	0	0	rescalepx datasets/danbooru/face12113991.jpg
8150	:	1527974111.116	     0.154	0	0	0	0	rescalepx datasets/danbooru/face12114114.jpg
8151	:	1527974111.168	     0.161	0	0	0	0	rescalepx datasets/danbooru/face12114638.png
8152	:	1527974111.219	     0.169	0	0	0	0	rescalepx datasets/danbooru/face12114756.png
8153	:	1527974111.230	     0.200	0	0	0	0	rescalepx datasets/danbooru/face12114778.png
8154	:	1527974111.242	     0.210	0	0	0	0	rescalepx datasets/danbooru/face12114978.jpg
8155	:	1527974111.256	     0.230	0	0	0	0	rescalepx datasets/danbooru/face12114985.png
8156	:	1527974111.330	     0.167	0	0	0	0	rescalepx datasets/danbooru/face12115335.jpg
8157	:	1527974111.349	     0.171	0	0	0	0	rescalepx datasets/danbooru/face12115360.png
8158	:	1527974111.416	     0.144	0	0	0	0	rescalepx datasets/danbooru/face12116151.png
8159	:	1527974111.452	     0.141	0	0	0	0	rescalepx datasets/danbooru/face12116195.jpg
8160	:	1527974111.485	     0.137	0	0	0	0	rescalepx datasets/danbooru/face12116438.jpg
8161	:	1527974111.497	     0.164	0	0	0	0	rescalepx datasets/danbooru/face12116521.jpg
8162	:	1527974111.520	     0.151	0	0	0	0	rescalepx datasets/danbooru/face12116899.jpg
8163	:	1527974111.539	     0.164	0	0	0	0	rescalepx datasets/danbooru/face12117073.png
8164	:	1527974111.593	     0.126	0	0	0	0	rescalepx datasets/danbooru/face12117527.jpg
8165	:	1527974111.622	     0.111	0	0	0	0	rescalepx datasets/danbooru/face12117540.jpg
8166	:	1527974111.660	     0.123	0	0	0	0	rescalepx datasets/danbooru/face12117717.jpg
8167	:	1527974111.672	     0.126	0	0	0	0	rescalepx datasets/danbooru/face12117758.jpg
8168	:	1527974111.704	     0.187	0	0	0	0	rescalepx datasets/danbooru/face12117851.png
8169	:	1527974111.718	     0.301	0	0	0	0	rescalepx datasets/danbooru/face12118069.jpg
8170	:	1527974111.733	     0.368	0	0	0	0	rescalepx datasets/danbooru/face12118105.jpg
8172	:	1527974111.798	     0.401	0	0	0	0	rescalepx datasets/danbooru/face12118370.png
8173	:	1527974111.891	     0.365	0	0	0	0	rescalepx datasets/danbooru/face12118510.png
8174	:	1527974111.980	     0.289	0	0	0	0	rescalepx datasets/danbooru/face12118543.jpg
8176	:	1527974112.139	     0.153	0	0	0	0	rescalepx datasets/danbooru/face12119514.png
8171	:	1527974111.784	     0.536	0	0	0	0	rescalepx datasets/danbooru/face12118216.png
8175	:	1527974112.102	     0.256	0	0	0	0	rescalepx datasets/danbooru/face12119233.jpg
8177	:	1527974112.256	     0.142	0	0	0	0	rescalepx datasets/danbooru/face12119552.jpg
8178	:	1527974112.268	     0.180	0	0	0	0	rescalepx datasets/danbooru/face12119911.png
8179	:	1527974112.291	     0.180	0	0	0	0	rescalepx datasets/danbooru/face12120046.jpg
8180	:	1527974112.319	     0.180	0	0	0	0	rescalepx datasets/danbooru/face12120997.png
8181	:	1527974112.358	     0.184	0	0	0	0	rescalepx datasets/danbooru/face12121107.jpg
8182	:	1527974112.399	     0.174	0	0	0	0	rescalepx datasets/danbooru/face12121606.jpg
8183	:	1527974112.448	     0.189	0	0	0	0	rescalepx datasets/danbooru/face12121719.jpg
8184	:	1527974112.470	     0.306	0	0	0	0	rescalepx datasets/danbooru/face12122213.jpg
8185	:	1527974112.485	     0.396	0	0	0	0	rescalepx datasets/danbooru/face12122220.jpg
8186	:	1527974112.541	     0.359	0	0	0	0	rescalepx datasets/danbooru/face12122393.jpg
8188	:	1527974112.636	     0.278	0	0	0	0	rescalepx datasets/danbooru/face12122945.jpg
8187	:	1527974112.573	     0.490	0	0	0	0	rescalepx datasets/danbooru/face12122525.jpg
8189	:	1527974112.776	     0.325	0	0	0	0	rescalepx datasets/danbooru/face12123014.png
8190	:	1527974112.881	     0.253	0	0	0	0	rescalepx datasets/danbooru/face12123243.jpg
8191	:	1527974112.899	     0.259	0	0	0	0	rescalepx datasets/danbooru/face12123753.jpg
8192	:	1527974112.914	     0.273	0	0	0	0	rescalepx datasets/danbooru/face12123872.png
8193	:	1527974112.971	     0.282	0	0	0	0	rescalepx datasets/danbooru/face12123939.jpg
8194	:	1527974113.101	     0.171	0	0	0	0	rescalepx datasets/danbooru/face12123940.jpg
8195	:	1527974113.133	     0.175	0	0	0	0	rescalepx datasets/danbooru/face12124423.png
8196	:	1527974113.157	     0.161	0	0	0	0	rescalepx datasets/danbooru/face12124445.jpg
8197	:	1527974113.187	     0.224	0	0	0	0	rescalepx datasets/danbooru/face12125146.jpg
8199	:	1527974113.272	     0.167	0	0	0	0	rescalepx datasets/danbooru/face12126444.png
8198	:	1527974113.252	     0.215	0	0	0	0	rescalepx datasets/danbooru/face12125381.png
8200	:	1527974113.308	     0.171	0	0	0	0	rescalepx datasets/danbooru/face12127435.jpg
8201	:	1527974113.319	     0.260	0	0	0	0	rescalepx datasets/danbooru/face12127583.jpg
8202	:	1527974113.338	     0.345	0	0	0	0	rescalepx datasets/danbooru/face12127800.jpg
8203	:	1527974113.440	     0.292	0	0	0	0	rescalepx datasets/danbooru/face12127891.jpg
8204	:	1527974113.467	     0.355	0	0	0	0	rescalepx datasets/danbooru/face12128243.jpg
8205	:	1527974113.479	     0.379	0	0	0	0	rescalepx datasets/danbooru/face12128283.png
8206	:	1527974113.580	     0.292	0	0	0	0	rescalepx datasets/danbooru/face12128519.png
8207	:	1527974113.683	     0.213	0	0	0	0	rescalepx datasets/danbooru/face12128613.jpg
8208	:	1527974113.731	     0.184	0	0	0	0	rescalepx datasets/danbooru/face12128696.jpg
8209	:	1527974113.822	     0.105	0	0	0	0	rescalepx datasets/danbooru/face12129116.jpg
8210	:	1527974113.858	     0.135	0	0	0	0	rescalepx datasets/danbooru/face12129117.jpg
8211	:	1527974113.872	     0.212	0	0	0	0	rescalepx datasets/danbooru/face12129198.jpg
8212	:	1527974113.897	     0.207	0	0	0	0	rescalepx datasets/danbooru/face12129539.jpg
8213	:	1527974113.915	     0.232	0	0	0	0	rescalepx datasets/danbooru/face12129712.png
8214	:	1527974113.928	     0.260	0	0	0	0	rescalepx datasets/danbooru/face12129756.jpg
8216	:	1527974114.084	     0.116	0	0	0	0	rescalepx datasets/danbooru/face12129936.jpg
8215	:	1527974113.942	     0.285	0	0	0	0	rescalepx datasets/danbooru/face12129831.jpg
8218	:	1527974114.146	     0.108	0	0	0	0	rescalepx datasets/danbooru/face12130252.jpg
8217	:	1527974114.104	     0.180	0	0	0	0	rescalepx datasets/danbooru/face12130005.jpg
8219	:	1527974114.188	     0.134	0	0	0	0	rescalepx datasets/danbooru/face12130345.jpg
8220	:	1527974114.201	     0.156	0	0	0	0	rescalepx datasets/danbooru/face12130683.png
8221	:	1527974114.226	     0.197	0	0	0	0	rescalepx datasets/danbooru/face12130788.png
8222	:	1527974114.237	     0.220	0	0	0	0	rescalepx datasets/danbooru/face12131124.png
8223	:	1527974114.285	     0.198	0	0	0	0	rescalepx datasets/danbooru/face12131729.png
8224	:	1527974114.322	     0.197	0	0	0	0	rescalepx datasets/danbooru/face12132134.jpg
8225	:	1527974114.356	     0.190	0	0	0	0	rescalepx datasets/danbooru/face12132158.jpg
8226	:	1527974114.377	     0.217	0	0	0	0	rescalepx datasets/danbooru/face12132534.png
8227	:	1527974114.458	     0.177	0	0	0	0	rescalepx datasets/danbooru/face12132795.jpg
8228	:	1527974114.483	     0.190	0	0	0	0	rescalepx datasets/danbooru/face12132972.jpg
8229	:	1527974114.520	     0.190	0	0	0	0	rescalepx datasets/danbooru/face12133297.jpg
8230	:	1527974114.547	     0.232	0	0	0	0	rescalepx datasets/danbooru/face12133472.jpg
8232	:	1527974114.614	     0.207	0	0	0	0	rescalepx datasets/danbooru/face12133917.jpg
8231	:	1527974114.595	     0.269	0	0	0	0	rescalepx datasets/danbooru/face12133898.jpg
8233	:	1527974114.672	     0.220	0	0	0	0	rescalepx datasets/danbooru/face12134350.jpg
8234	:	1527974114.711	     0.217	0	0	0	0	rescalepx datasets/danbooru/face12134377.jpg
8235	:	1527974114.778	     0.161	0	0	0	0	rescalepx datasets/danbooru/face12134383.jpg
8237	:	1527974114.863	     0.118	0	0	0	0	rescalepx datasets/danbooru/face12134846.jpg
8236	:	1527974114.821	     0.171	0	0	0	0	rescalepx datasets/danbooru/face12134806.jpg
8238	:	1527974114.892	     0.141	0	0	0	0	rescalepx datasets/danbooru/face12134963.jpg
8239	:	1527974114.929	     0.144	0	0	0	0	rescalepx datasets/danbooru/face12135012.jpg
8240	:	1527974114.939	     0.157	0	0	0	0	rescalepx datasets/danbooru/face12135032.jpg
8241	:	1527974114.981	     0.128	0	0	0	0	rescalepx datasets/danbooru/face12135047.jpg
